GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
0100000US,,United States,310M300US23420,23420,"United States - In metropolitan statistical area - Fresno, CA Metro Area","Fresno, CA Metro Area",930450,930495,932218,940360,946851,953787,963170,972333,979534,989255
0100000US,,United States,310M300US23460,23460,"United States - In metropolitan statistical area - Gadsden, AL Metro Area","Gadsden, AL Metro Area",104430,104427,104457,104354,104257,103865,103374,102942,102726,102755
0100000US,,United States,310M300US23540,23540,"United States - In metropolitan statistical area - Gainesville, FL Metro Area","Gainesville, FL Metro Area",264275,264276,264607,266825,268543,269608,272745,276689,281551,284687
0100000US,,United States,310M300US23580,23580,"United States - In metropolitan statistical area - Gainesville, GA Metro Area","Gainesville, GA Metro Area",179684,179697,180059,182467,184401,186765,189480,192506,196237,199335
0100000US,,United States,310M300US23900,23900,"United States - In metropolitan statistical area - Gettysburg, PA Metro Area","Gettysburg, PA Metro Area",101407,101417,101464,101460,101228,101059,101231,101637,101684,102336
0100000US,,United States,310M300US24020,24020,"United States - In metropolitan statistical area - Glens Falls, NY Metro Area","Glens Falls, NY Metro Area",128923,128936,129008,128803,128405,127862,127379,126701,126325,126152
0100000US,,United States,310M300US24140,24140,"United States - In metropolitan statistical area - Goldsboro, NC Metro Area","Goldsboro, NC Metro Area",122623,122646,122864,124080,124547,124715,124664,124454,124476,124172
0100000US,,United States,310M300US24220,24220,"United States - In metropolitan statistical area - Grand Forks, ND-MN Metro Area","Grand Forks, ND-MN Metro Area",98461,98464,98592,98061,99047,100712,101295,101819,102231,102414
0100000US,,United States,310M300US24260,24260,"United States - In metropolitan statistical area - Grand Island, NE Metro Area","Grand Island, NE Metro Area",81850,81850,82061,82675,83365,83899,84442,84626,84968,85045
0100000US,,United States,310M300US24300,24300,"United States - In metropolitan statistical area - Grand Junction, CO Metro Area","Grand Junction, CO Metro Area",146723,146717,146424,147276,147406,147250,147215,148116,149794,151616
0100000US,,United States,310M300US24340,24340,"United States - In metropolitan statistical area - Grand Rapids-Wyoming, MI Metro Area","Grand Rapids-Wyoming, MI Metro Area",988938,988940,989416,997100,1007613,1019146,1029762,1039064,1048826,1059113
0100000US,,United States,310M300US24420,24420,"United States - In metropolitan statistical area - Grants Pass, OR Metro Area","Grants Pass, OR Metro Area",82713,82713,82866,82666,82732,83108,83350,84422,85338,86352
0100000US,,United States,310M300US24500,24500,"United States - In metropolitan statistical area - Great Falls, MT Metro Area","Great Falls, MT Metro Area",81327,81324,81491,81674,81596,82119,81991,81829,81488,81654
0100000US,,United States,310M300US24540,24540,"United States - In metropolitan statistical area - Greeley, CO Metro Area","Greeley, CO Metro Area",252825,252839,254182,258528,263754,269804,275584,284382,294243,304633
0100000US,,United States,310M300US24580,24580,"United States - In metropolitan statistical area - Green Bay, WI Metro Area","Green Bay, WI Metro Area",306241,306241,306750,308651,310682,312000,314054,315687,317441,320050
0100000US,,United States,310M300US24660,24660,"United States - In metropolitan statistical area - Greensboro-High Point, NC Metro Area","Greensboro-High Point, NC Metro Area",723801,723850,725174,730431,735879,741089,746975,752140,756564,761184
0100000US,,United States,310M300US24780,24780,"United States - In metropolitan statistical area - Greenville, NC Metro Area","Greenville, NC Metro Area",168148,168166,168843,170806,173023,174434,175079,176237,177627,179042
0100000US,,United States,310M300US24860,24860,"United States - In metropolitan statistical area - Greenville-Anderson-Mauldin, SC Metro Area","Greenville-Anderson-Mauldin, SC Metro Area",824112,824109,825762,833632,841312,848866,860506,872507,884512,895923
0100000US,,United States,310M300US25060,25060,"United States - In metropolitan statistical area - Gulfport-Biloxi-Pascagoula, MS Metro Area","Gulfport-Biloxi-Pascagoula, MS Metro Area",370702,370787,371367,375571,378568,381800,385531,388012,390836,394232
0100000US,,United States,310M300US25180,25180,"United States - In metropolitan statistical area - Hagerstown-Martinsburg, MD-WV Metro Area","Hagerstown-Martinsburg, MD-WV Metro Area",251599,251602,252341,254363,255881,257380,259123,260695,263080,265498
0100000US,,United States,310M300US25220,25220,"United States - In metropolitan statistical area - Hammond, LA Metro Area","Hammond, LA Metro Area",121097,121101,121485,122629,123637,125443,126954,128735,130623,132497
0100000US,,United States,310M300US25260,25260,"United States - In metropolitan statistical area - Hanford-Corcoran, CA Metro Area","Hanford-Corcoran, CA Metro Area",152982,152982,152404,152030,151265,150675,149862,150482,149797,150101
0100000US,,United States,310M300US25420,25420,"United States - In metropolitan statistical area - Harrisburg-Carlisle, PA Metro Area","Harrisburg-Carlisle, PA Metro Area",549475,549473,550108,552121,555085,558323,561510,565301,568008,571903
0100000US,,United States,310M300US25500,25500,"United States - In metropolitan statistical area - Harrisonburg, VA Metro Area","Harrisonburg, VA Metro Area",125228,125223,125416,126847,128481,129052,130532,131319,133241,134442
0100000US,,United States,310M300US25540,25540,"United States - In metropolitan statistical area - Hartford-West Hartford-East Hartford, CT Metro Area","Hartford-West Hartford-East Hartford, CT Metro Area",1212381,1212398,1214343,1217106,1216064,1216966,1215275,1213041,1210075,1210259
0100000US,,United States,310M300US25620,25620,"United States - In metropolitan statistical area - Hattiesburg, MS Metro Area","Hattiesburg, MS Metro Area",142842,142857,143289,145256,146520,147718,147919,148538,148943,148877
0100000US,,United States,310M300US25860,25860,"United States - In metropolitan statistical area - Hickory-Lenoir-Morganton, NC Metro Area","Hickory-Lenoir-Morganton, NC Metro Area",365497,365835,365602,364536,363606,363413,362725,363044,364506,366534
0100000US,,United States,310M300US25940,25940,"United States - In metropolitan statistical area - Hilton Head Island-Bluffton-Beaufort, SC Metro Area","Hilton Head Island-Bluffton-Beaufort, SC Metro Area",187010,187010,187776,189211,193299,197536,201995,207501,211568,215302
0100000US,,United States,310M300US25980,25980,"United States - In metropolitan statistical area - Hinesville, GA Metro Area","Hinesville, GA Metro Area",77917,77919,77334,80297,80459,78900,81212,79385,79984,80400
0100000US,,United States,310M300US26140,26140,"United States - In metropolitan statistical area - Homosassa Springs, FL Metro Area","Homosassa Springs, FL Metro Area",141236,141236,141178,139765,139198,138865,138920,140443,142990,145647
0100000US,,United States,310M300US26300,26300,"United States - In metropolitan statistical area - Hot Springs, AR Metro Area","Hot Springs, AR Metro Area",96024,96011,96077,96834,96969,97627,97720,97734,98231,98658
0100000US,,United States,310M300US26380,26380,"United States - In metropolitan statistical area - Houma-Thibodaux, LA Metro Area","Houma-Thibodaux, LA Metro Area",208178,208183,208251,208604,208897,209938,211413,212291,211740,210512
0100000US,,United States,310M300US26420,26420,"United States - In metropolitan statistical area - Houston-The Woodlands-Sugar Land, TX Metro Area","Houston-The Woodlands-Sugar Land, TX Metro Area",5920416,5920486,5947419,6057947,6183726,6329553,6496862,6664187,6798010,6892427
0100000US,,United States,310M300US26580,26580,"United States - In metropolitan statistical area - Huntington-Ashland, WV-KY-OH Metro Area","Huntington-Ashland, WV-KY-OH Metro Area",364908,364928,365040,364927,364794,363889,362837,360957,358857,356474
0100000US,,United States,310M300US26620,26620,"United States - In metropolitan statistical area - Huntsville, AL Metro Area","Huntsville, AL Metro Area",417593,417593,419279,425049,429876,435275,440212,444373,449232,455448
0100000US,,United States,310M300US26820,26820,"United States - In metropolitan statistical area - Idaho Falls, ID Metro Area","Idaho Falls, ID Metro Area",133265,133333,133813,134926,136153,136807,137815,139464,142405,145643
0100000US,,United States,310M300US26900,26900,"United States - In metropolitan statistical area - Indianapolis-Carmel-Anderson, IN Metro Area","Indianapolis-Carmel-Anderson, IN Metro Area",1887877,1888090,1892470,1910429,1928986,1953213,1970850,1986872,2005612,2028614
0100000US,,United States,310M300US26980,26980,"United States - In metropolitan statistical area - Iowa City, IA Metro Area","Iowa City, IA Metro Area",152586,152586,152983,155493,158686,161594,164117,166655,168742,171491
0100000US,,United States,310M300US27060,27060,"United States - In metropolitan statistical area - Ithaca, NY Metro Area","Ithaca, NY Metro Area",101564,101594,101764,101987,103067,104143,104286,104283,104561,104802
0100000US,,United States,310M300US27100,27100,"United States - In metropolitan statistical area - Jackson, MI Metro Area","Jackson, MI Metro Area",160248,160248,160119,159625,159908,159558,159343,159191,158215,158640
0100000US,,United States,310M300US27140,27140,"United States - In metropolitan statistical area - Jackson, MS Metro Area","Jackson, MS Metro Area",567122,567645,568849,574014,576440,577229,578559,578766,579558,578715
0100000US,,United States,310M300US27180,27180,"United States - In metropolitan statistical area - Jackson, TN Metro Area","Jackson, TN Metro Area",130011,130018,130031,129714,130155,130376,129810,129184,129083,129235
0100000US,,United States,310M300US27260,27260,"United States - In metropolitan statistical area - Jacksonville, FL Metro Area","Jacksonville, FL Metro Area",1345596,1345598,1348910,1361962,1378059,1394206,1417740,1445986,1476503,1504980
0100000US,,United States,310M300US27340,27340,"United States - In metropolitan statistical area - Jacksonville, NC Metro Area","Jacksonville, NC Metro Area",177772,177799,186889,185013,190719,192377,191866,193088,192199,193893
0100000US,,United States,310M300US27500,27500,"United States - In metropolitan statistical area - Janesville-Beloit, WI Metro Area","Janesville-Beloit, WI Metro Area",160331,160331,160263,159882,160092,160373,160970,161059,161421,162309
0100000US,,United States,310M300US27620,27620,"United States - In metropolitan statistical area - Jefferson City, MO Metro Area","Jefferson City, MO Metro Area",149807,149805,149974,150340,150351,150650,150751,150958,151455,151465
0100000US,,United States,310M300US27740,27740,"United States - In metropolitan statistical area - Johnson City, TN Metro Area","Johnson City, TN Metro Area",198716,198755,199010,199499,200256,200313,199911,200217,201343,202053
0100000US,,United States,310M300US27780,27780,"United States - In metropolitan statistical area - Johnstown, PA Metro Area","Johnstown, PA Metro Area",143679,143674,143452,142561,141518,138749,137386,135854,134313,133054
0100000US,,United States,310M300US27860,27860,"United States - In metropolitan statistical area - Jonesboro, AR Metro Area","Jonesboro, AR Metro Area",121026,121026,121255,122750,124136,125685,126670,128307,129789,131269
0100000US,,United States,310M300US27900,27900,"United States - In metropolitan statistical area - Joplin, MO Metro Area","Joplin, MO Metro Area",175518,175516,175835,176638,174368,175140,175894,176733,177517,178507
0100000US,,United States,310M300US27980,27980,"United States - In metropolitan statistical area - Kahului-Wailuku-Lahaina, HI Metro Area","Kahului-Wailuku-Lahaina, HI Metro Area",154924,154925,155078,156928,158782,161095,163509,164477,165472,166348
0100000US,,United States,310M300US28020,28020,"United States - In metropolitan statistical area - Kalamazoo-Portage, MI Metro Area","Kalamazoo-Portage, MI Metro Area",326589,326590,326865,328352,330308,332184,333779,334538,336257,338338
0100000US,,United States,310M300US28100,28100,"United States - In metropolitan statistical area - Kankakee, IL Metro Area","Kankakee, IL Metro Area",113449,113449,113418,113477,112952,112207,111384,110756,110053,109605
0100000US,,United States,310M300US28140,28140,"United States - In metropolitan statistical area - Kansas City, MO-KS Metro Area","Kansas City, MO-KS Metro Area",2009342,2009338,2013412,2024880,2038501,2054039,2069602,2085221,2106382,2128912
0100000US,,United States,310M300US28420,28420,"United States - In metropolitan statistical area - Kennewick-Richland, WA Metro Area","Kennewick-Richland, WA Metro Area",253340,253334,255553,263522,268235,270980,274207,278980,283799,290296
0100000US,,United States,310M300US28660,28660,"United States - In metropolitan statistical area - Killeen-Temple, TX Metro Area","Killeen-Temple, TX Metro Area",405300,405310,408277,412376,423529,424069,426600,432741,436803,443773
0100000US,,United States,310M300US28700,28700,"United States - In metropolitan statistical area - Kingsport-Bristol-Bristol, TN-VA Metro Area","Kingsport-Bristol-Bristol, TN-VA Metro Area",309544,309512,309494,308993,308555,307793,307203,306182,305893,306659
0100000US,,United States,310M300US28740,28740,"United States - In metropolitan statistical area - Kingston, NY Metro Area","Kingston, NY Metro Area",182493,182512,182428,182516,181689,180965,180763,179952,179546,179417
0100000US,,United States,310M300US28940,28940,"United States - In metropolitan statistical area - Knoxville, TN Metro Area","Knoxville, TN Metro Area",837571,837675,838748,843001,847269,851377,855695,860398,867870,877104
0100000US,,United States,310M300US29020,29020,"United States - In metropolitan statistical area - Kokomo, IN Metro Area","Kokomo, IN Metro Area",82752,82752,82750,82775,82807,82707,82563,82314,82339,82363
0100000US,,United States,310M300US29100,29100,"United States - In metropolitan statistical area - La Crosse-Onalaska, WI-MN Metro Area","La Crosse-Onalaska, WI-MN Metro Area",133665,133665,133903,134094,135298,135618,136108,136354,136442,136934
0100000US,,United States,310M300US29180,29180,"United States - In metropolitan statistical area - Lafayette, LA Metro Area","Lafayette, LA Metro Area",466750,466744,467661,470693,474293,479811,485104,490041,491646,491558
0100000US,,United States,310M300US29200,29200,"United States - In metropolitan statistical area - Lafayette-West Lafayette, IN Metro Area","Lafayette-West Lafayette, IN Metro Area",201789,201798,202105,204455,207365,210227,212381,214657,217296,219239
0100000US,,United States,310M300US29340,29340,"United States - In metropolitan statistical area - Lake Charles, LA Metro Area","Lake Charles, LA Metro Area",199607,199629,199943,200475,201126,202209,203356,205357,207518,209357
0100000US,,United States,310M300US29420,29420,"United States - In metropolitan statistical area - Lake Havasu City-Kingman, AZ Metro Area","Lake Havasu City-Kingman, AZ Metro Area",200186,200185,200315,202733,203262,203026,203320,204524,205385,207200
0100000US,,United States,310M300US29460,29460,"United States - In metropolitan statistical area - Lakeland-Winter Haven, FL Metro Area","Lakeland-Winter Haven, FL Metro Area",602095,602095,603135,609924,615639,622981,635152,649644,667018,686483
0100000US,,United States,310M300US29540,29540,"United States - In metropolitan statistical area - Lancaster, PA Metro Area","Lancaster, PA Metro Area",519445,519447,520307,523786,526870,530149,533746,536534,539137,542903
0100000US,,United States,310M300US29620,29620,"United States - In metropolitan statistical area - Lansing-East Lansing, MI Metro Area","Lansing-East Lansing, MI Metro Area",464036,464032,464189,465984,466660,467828,469585,471076,474310,477656
0100000US,,United States,310M300US29700,29700,"United States - In metropolitan statistical area - Laredo, TX Metro Area","Laredo, TX Metro Area",250304,250304,251327,255598,259964,263962,267168,269795,272401,274794
0100000US,,United States,310M300US29740,29740,"United States - In metropolitan statistical area - Las Cruces, NM Metro Area","Las Cruces, NM Metro Area",209233,209222,210114,212860,214050,213425,213200,213165,213874,215579
0100000US,,United States,310M300US29820,29820,"United States - In metropolitan statistical area - Las Vegas-Henderson-Paradise, NV Metro Area","Las Vegas-Henderson-Paradise, NV Metro Area",1951269,1951269,1952906,1966521,1996290,2026056,2064991,2110330,2156724,2204079
0100000US,,United States,310M300US29940,29940,"United States - In metropolitan statistical area - Lawrence, KS Metro Area","Lawrence, KS Metro Area",110826,110826,111224,112381,113215,114554,116323,117866,119492,120793
0100000US,,United States,310M300US30020,30020,"United States - In metropolitan statistical area - Lawton, OK Metro Area","Lawton, OK Metro Area",130291,130291,131579,132146,132442,130620,130572,129480,127311,127349
0100000US,,United States,310M300US30140,30140,"United States - In metropolitan statistical area - Lebanon, PA Metro Area","Lebanon, PA Metro Area",133568,133577,133628,134438,135468,135720,136510,137540,138557,139754
0100000US,,United States,310M300US30300,30300,"United States - In metropolitan statistical area - Lewiston, ID-WA Metro Area","Lewiston, ID-WA Metro Area",60888,60893,61044,61388,61400,61915,62017,62109,62406,62920
0100000US,,United States,310M300US30340,30340,"United States - In metropolitan statistical area - Lewiston-Auburn, ME Metro Area","Lewiston-Auburn, ME Metro Area",107702,107702,107690,107395,107495,107271,107290,107104,107269,107651
0100000US,,United States,310M300US30460,30460,"United States - In metropolitan statistical area - Lexington-Fayette, KY Metro Area","Lexington-Fayette, KY Metro Area",472099,472102,473306,478570,484490,489413,494089,500528,506760,512650
0100000US,,United States,310M300US30620,30620,"United States - In metropolitan statistical area - Lima, OH Metro Area","Lima, OH Metro Area",106331,106326,106366,105975,105233,105025,104843,104093,103626,103198
0100000US,,United States,310M300US30700,30700,"United States - In metropolitan statistical area - Lincoln, NE Metro Area","Lincoln, NE Metro Area",302157,302157,302980,306746,310564,314522,319858,323481,327633,331519
0100000US,,United States,310M300US30780,30780,"United States - In metropolitan statistical area - Little Rock-North Little Rock-Conway, AR Metro Area","Little Rock-North Little Rock-Conway, AR Metro Area",699757,699786,702245,710178,716876,722455,727363,730107,733461,738344
0100000US,,United States,310M300US30860,30860,"United States - In metropolitan statistical area - Logan, UT-ID Metro Area","Logan, UT-ID Metro Area",125442,125442,126156,127619,128656,129843,130784,132718,135689,138002
0100000US,,United States,310M300US30980,30980,"United States - In metropolitan statistical area - Longview, TX Metro Area","Longview, TX Metro Area",214369,214384,214731,216016,216693,216265,216445,217162,217314,217481
0100000US,,United States,310M300US31020,31020,"United States - In metropolitan statistical area - Longview, WA Metro Area","Longview, WA Metro Area",102410,102408,102353,102291,101649,101481,101784,103020,104756,106910
0100000US,,United States,310M300US31080,31080,"United States - In metropolitan statistical area - Los Angeles-Long Beach-Anaheim, CA Metro Area","Los Angeles-Long Beach-Anaheim, CA Metro Area",12828837,12828961,12841606,12939463,13041538,13132253,13209445,13283824,13328261,13353907
0100000US,,United States,310M300US31140,31140,"United States - In metropolitan statistical area - Louisville/Jefferson County, KY-IN Metro Area","Louisville/Jefferson County, KY-IN Metro Area",1235708,1235706,1237565,1244490,1252357,1263269,1270951,1277992,1284848,1293953
0100000US,,United States,310M300US31180,31180,"United States - In metropolitan statistical area - Lubbock, TX Metro Area","Lubbock, TX Metro Area",290805,290870,292226,295315,297902,301258,306233,310125,314013,316983
0100000US,,United States,310M300US31340,31340,"United States - In metropolitan statistical area - Lynchburg, VA Metro Area","Lynchburg, VA Metro Area",252634,252660,253000,254183,255555,256752,257802,259072,260092,261254
0100000US,,United States,310M300US31420,31420,"United States - In metropolitan statistical area - Macon-Bibb County, GA Metro Area","Macon-Bibb County, GA Metro Area",232293,232286,232223,232728,232823,231290,230547,229919,229163,228914
0100000US,,United States,310M300US31460,31460,"United States - In metropolitan statistical area - Madera, CA Metro Area","Madera, CA Metro Area",150865,150843,151037,151876,151900,151819,154103,154423,154966,156890
0100000US,,United States,310M300US31540,31540,"United States - In metropolitan statistical area - Madison, WI Metro Area","Madison, WI Metro Area",605435,605428,606578,613240,619909,626560,632924,639214,647432,654230
0100000US,,United States,310M300US31700,31700,"United States - In metropolitan statistical area - Manchester-Nashua, NH Metro Area","Manchester-Nashua, NH Metro Area",400721,400717,401038,401829,402715,403371,405062,406009,407718,409697
0100000US,,United States,310M300US31740,31740,"United States - In metropolitan statistical area - Manhattan, KS Metro Area","Manhattan, KS Metro Area",92719,92742,93293,95378,99740,99383,99039,99780,98141,98080
0100000US,,United States,310M300US31860,31860,"United States - In metropolitan statistical area - Mankato-North Mankato, MN Metro Area","Mankato-North Mankato, MN Metro Area",96740,96740,96841,97306,97984,97727,98594,99059,99900,100939
0100000US,,United States,310M300US31900,31900,"United States - In metropolitan statistical area - Mansfield, OH Metro Area","Mansfield, OH Metro Area",124475,124476,124161,123130,122625,122303,121965,121641,121167,120589
0100000US,,United States,310M300US32580,32580,"United States - In metropolitan statistical area - McAllen-Edinburg-Mission, TX Metro Area","McAllen-Edinburg-Mission, TX Metro Area",774769,774770,779015,794639,806725,817526,829210,840113,850187,860661
0100000US,,United States,310M300US32780,32780,"United States - In metropolitan statistical area - Medford, OR Metro Area","Medford, OR Metro Area",203206,203206,203334,204607,205768,207155,209140,211868,214706,217479
0100000US,,United States,310M300US32820,32820,"United States - In metropolitan statistical area - Memphis, TN-MS-AR Metro Area","Memphis, TN-MS-AR Metro Area",1324829,1324827,1326280,1332338,1340171,1340975,1342422,1343439,1345193,1348260
0100000US,,United States,310M300US32900,32900,"United States - In metropolitan statistical area - Merced, CA Metro Area","Merced, CA Metro Area",255793,255798,256772,259607,261407,262712,265281,267406,268878,272673
0100000US,,United States,310M300US33100,33100,"United States - In metropolitan statistical area - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5564635,5566299,5583888,5696288,5780894,5862992,5943656,6026044,6107433,6158824
0100000US,,United States,310M300US33140,33140,"United States - In metropolitan statistical area - Michigan City-La Porte, IN Metro Area","Michigan City-La Porte, IN Metro Area",111467,111467,111458,111309,111290,111414,111717,110825,110208,110029
0100000US,,United States,310M300US33220,33220,"United States - In metropolitan statistical area - Midland, MI Metro Area","Midland, MI Metro Area",83629,83629,83653,83759,83650,83549,83421,83630,83433,83411
0100000US,,United States,310M300US33260,33260,"United States - In metropolitan statistical area - Midland, TX Metro Area","Midland, TX Metro Area",141671,141671,141788,145061,152251,157593,162036,167688,169161,170675
0100000US,,United States,310M300US33340,33340,"United States - In metropolitan statistical area - Milwaukee-Waukesha-West Allis, WI Metro Area","Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1555954,1556675,1561671,1567759,1571740,1575007,1576376,1576143,1576236
0100000US,,United States,310M300US33460,33460,"United States - In metropolitan statistical area - Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3348859,3348858,3355196,3388629,3422188,3458299,3493226,3521325,3557276,3600618
0100000US,,United States,310M300US33540,33540,"United States - In metropolitan statistical area - Missoula, MT Metro Area","Missoula, MT Metro Area",109299,109299,109432,110172,111016,111575,112462,113780,115896,117441
0100000US,,United States,310M300US33660,33660,"United States - In metropolitan statistical area - Mobile, AL Metro Area","Mobile, AL Metro Area",412992,413143,413320,413232,413737,413929,414314,414588,414852,413955
0100000US,,United States,310M300US33700,33700,"United States - In metropolitan statistical area - Modesto, CA Metro Area","Modesto, CA Metro Area",514453,514451,515242,518034,521349,524625,529544,535000,541353,547899
0100000US,,United States,310M300US33740,33740,"United States - In metropolitan statistical area - Monroe, LA Metro Area","Monroe, LA Metro Area",176441,176505,176806,177348,177769,178510,178938,179410,179546,178445
0100000US,,United States,310M300US33780,33780,"United States - In metropolitan statistical area - Monroe, MI Metro Area","Monroe, MI Metro Area",152021,152021,151924,151453,150737,150057,149796,149369,149223,149649
0100000US,,United States,310M300US33860,33860,"United States - In metropolitan statistical area - Montgomery, AL Metro Area","Montgomery, AL Metro Area",374536,374541,375128,375497,374695,373835,373222,373097,373475,373903
0100000US,,United States,310M300US34060,34060,"United States - In metropolitan statistical area - Morgantown, WV Metro Area","Morgantown, WV Metro Area",129709,129709,130340,132329,134378,135566,136871,137745,138482,138709
0100000US,,United States,310M300US34100,34100,"United States - In metropolitan statistical area - Morristown, TN Metro Area","Morristown, TN Metro Area",113951,114193,114219,114692,114914,115102,115336,116371,116874,118081
0100000US,,United States,310M300US34580,34580,"United States - In metropolitan statistical area - Mount Vernon-Anacortes, WA Metro Area","Mount Vernon-Anacortes, WA Metro Area",116901,116896,116951,117578,117733,118295,119907,121414,123390,125619
0100000US,,United States,310M300US34620,34620,"United States - In metropolitan statistical area - Muncie, IN Metro Area","Muncie, IN Metro Area",117671,117669,117647,117844,116950,116764,116448,115811,115483,115184
0100000US,,United States,310M300US34740,34740,"United States - In metropolitan statistical area - Muskegon, MI Metro Area","Muskegon, MI Metro Area",172188,172188,171898,169975,170087,172196,172171,172373,173102,173693
0100000US,,United States,310M300US34820,34820,"United States - In metropolitan statistical area - Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",376722,376722,378506,385932,393648,404054,416347,431502,447793,464165
0100000US,,United States,310M300US34900,34900,"United States - In metropolitan statistical area - Napa, CA Metro Area","Napa, CA Metro Area",136484,136530,136794,137905,138876,139978,140918,141507,141649,140973
0100000US,,United States,310M300US34940,34940,"United States - In metropolitan statistical area - Naples-Immokalee-Marco Island, FL Metro Area","Naples-Immokalee-Marco Island, FL Metro Area",321520,321520,322601,327667,332556,339483,348216,357194,366095,372880
0100000US,,United States,310M300US34980,34980,"United States - In metropolitan statistical area - Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1670890,1670883,1675757,1697833,1726698,1757891,1792756,1829513,1868855,1903045
0100000US,,United States,310M300US35100,35100,"United States - In metropolitan statistical area - New Bern, NC Metro Area","New Bern, NC Metro Area",126802,126812,127421,128185,128430,127206,126852,125564,125281,124864
0100000US,,United States,310M300US35300,35300,"United States - In metropolitan statistical area - New Haven-Milford, CT Metro Area","New Haven-Milford, CT Metro Area",862477,862462,863618,864725,865335,864558,864073,861594,859973,860435
0100000US,,United States,310M300US35380,35380,"United States - In metropolitan statistical area - New Orleans-Metairie, LA Metro Area","New Orleans-Metairie, LA Metro Area",1189866,1189859,1195455,1213780,1227902,1241194,1251626,1263526,1271195,1275762
0100000US,,United States,310M300US35620,35620,"United States - In metropolitan statistical area - New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York-Newark-Jersey City, NY-NJ-PA Metro Area",19567410,19566480,19602914,19763868,19897967,20023110,20125350,20215694,20275179,20320876
0100000US,,United States,310M300US35660,35660,"United States - In metropolitan statistical area - Niles-Benton Harbor, MI Metro Area","Niles-Benton Harbor, MI Metro Area",156813,156817,156735,156792,156421,155847,155677,154802,154157,154259
0100000US,,United States,310M300US35840,35840,"United States - In metropolitan statistical area - North Port-Sarasota-Bradenton, FL Metro Area","North Port-Sarasota-Bradenton, FL Metro Area",702281,702313,703383,709806,720659,732386,748180,768207,788442,804690
0100000US,,United States,310M300US35980,35980,"United States - In metropolitan statistical area - Norwich-New London, CT Metro Area","Norwich-New London, CT Metro Area",274055,274059,274036,273226,274280,273388,271864,270266,269307,269033
0100000US,,United States,310M300US36100,36100,"United States - In metropolitan statistical area - Ocala, FL Metro Area","Ocala, FL Metro Area",331298,331301,331344,332307,334004,335274,338368,342757,348139,354353
0100000US,,United States,310M300US36140,36140,"United States - In metropolitan statistical area - Ocean City, NJ Metro Area","Ocean City, NJ Metro Area",97265,97265,97222,96561,96387,95704,95146,94421,93920,93553
0100000US,,United States,310M300US36220,36220,"United States - In metropolitan statistical area - Odessa, TX Metro Area","Odessa, TX Metro Area",137130,137136,137079,139611,144455,149651,154566,159835,157580,157087
0100000US,,United States,310M300US36260,36260,"United States - In metropolitan statistical area - Ogden-Clearfield, UT Metro Area","Ogden-Clearfield, UT Metro Area",597159,597159,599724,605681,612257,621468,630889,640663,652995,665358
0100000US,,United States,310M300US36420,36420,"United States - In metropolitan statistical area - Oklahoma City, OK Metro Area","Oklahoma City, OK Metro Area",1252987,1252991,1257743,1276130,1297041,1319469,1335736,1356118,1372463,1383737
